posc_code,posc_type,posc_name,erm_type,erm_name
Unknown,Unknown,Libya lat origin 28,Mercator,MERGPX
Unknown,Unknown,Unknown,Mercator,MERSMF
Unknown,Unknown,Unknown,Mercator,MR1630N
Unknown,Unknown,Unknown,Mercator,MR21N
Unknown,Unknown,Unknown,Mercator,MR36N
Unknown,Unknown,Unknown,Mercator,MR38N
Unknown,Unknown,Unknown,Mercator,MR43N
Unknown,Unknown,Unknown,Mercator,MR65N
Unknown,Unknown,Unknown,Mercator,MR7S
Unknown,Unknown,Unknown,Mercator,MRAFRICA
Unknown,Unknown,Unknown,Mercator,MRANS
Unknown,Unknown,Unknown,Mercator,MRBLACKS
Unknown,Unknown,Unknown,Mercator,MRCAMER
Unknown,Unknown,Unknown,Mercator,MRCARIB
Unknown,Unknown,Unknown,Mercator,MRCONGO
Unknown,Unknown,Unknown,Mercator,MREV
Unknown,Unknown,Unknown,Mercator,MRGOM
Unknown,Unknown,Unknown,Mercator,MRINDO
Unknown,Unknown,Unknown,Mercator,MRINDON
Unknown,Unknown,Unknown,Mercator,MRLCC
Unknown,Unknown,Unknown,Mercator,MRMALAY
Unknown,Unknown,Unknown,Mercator,MRNAM
Unknown,Unknown,Unknown,Mercator,MRNEIEZ
Unknown,Unknown,Unknown,Mercator,MRNEWFND
Unknown,Unknown,Unknown,Mercator,MRNSEA
Unknown,Unknown,Unknown,Mercator,MRNWL10D
Unknown,Unknown,Unknown,Mercator,MRVENZ
Unknown,Unknown,Unknown,Mercator,MRVIET
Unknown,Unknown,Unknown,Mercator,MRWORLD
Unknown,Unknown,Unknown,Mercator,MRWORLD1
Unknown,Unknown,Unknown,Mercator,MRWORLD2
Unknown,Unknown,Unknown,Mercator,MRWSOUTH
19905,Mercator (1SP),Netherlands East Indies Equatorial Zone,Mercator,NETHERLANDS_EAST_INDIES_EQUATORIAL_ZONE
Unknown,Unknown,Unknown,ModifiedPolyconic,MPCALIF
Unknown,Unknown,Modified Polyconic for Australia,ModifiedPolyconic,MPOLAUS
Unknown,Unknown,Mollweide Global,Mollweide,MOLLWEIDE
Unknown,Unknown,Unknown,PolarStereographic,POLAR_STEREO
Unknown,Unknown,Unknown,PolarStereographic,STEREO_EQUATORIAL
Unknown,Unknown,Unknown,PolarStereographic,STEREO_OBLIQUE
Unknown,Unknown,Unknown,PolarStereographic,STEREO_POLAR
Unknown,Unknown,Unknown,Polyconic,POLAUS
Unknown,Unknown,Unknown,Polyconic,RPBRAZIL
Unknown,Unknown,Unknown,Polyconic,RPMON
Unknown,Unknown,Unknown,Polyconic,RPNAM
Unknown,Unknown,Unknown,Polyconic,RPSIB
Unknown,Unknown,Unknown,Polyconic,RPUSSR
Unknown,Unknown,Unknown,RAW,RAW
Unknown,Unknown,Unknown,SimpleConic,CE42BUL
Unknown,Unknown,Unknown,SimpleConic,CEAUST
Unknown,Unknown,Unknown,SimpleConic,CEBLACK
Unknown,Unknown,Unknown,SimpleConic,CECARP1
Unknown,Unknown,Unknown,SimpleConic,CECASP
Unknown,Unknown,Unknown,SimpleConic,CECASPAN
Unknown,Unknown,Unknown,SimpleConic,CECISWMC
Unknown,Unknown,Unknown,SimpleConic,CEEUR1
Unknown,Unknown,Unknown,SimpleConic,CEEUROPE
Unknown,Unknown,Unknown,SimpleConic,CERUSS
Unknown,Unknown,Unknown,SimpleConic,CERUSS1
Unknown,Unknown,Unknown,SimpleConic,CERUSS2
Unknown,Unknown,Unknown,SimpleConic,CEWAFRIC
Unknown,Unknown,Unknown,SimpleConic,CEYUGO
Unknown,Unknown,Unknown,SimpleConic,RUSSIA
Unknown,Unknown,Unknown,SimpleConic,SIMCON_AUS
Unknown,Unknown,Unknown,SimpleConic,SIMCON_AUS_NT
Unknown,Unknown,Unknown,SimpleConic,SIMCON_CIS
Unknown,Unknown,Unknown,Sinusoidal,LAVINIA
Unknown,Unknown,Unknown,Sinusoidal,SNSPHERE
Unknown,Unknown,Unknown,Sinusoidal,VENRAD1
Unknown,Unknown,Unknown,Sinusoidal,VENRAD2
Unknown,Unknown,Unknown,Sinusoidal,VGTDRSIN
Unknown,Unknown,Unknown,Stereographic,OSASIA
Unknown,Unknown,Unknown,Stereographic,OSNAMER
Unknown,Unknown,Unknown,Stereographic,OSSYRIA
Unknown,Unknown,Unknown,Stereographic,PSCANADA
Unknown,Unknown,Unknown,Stereographic,PSFALK
Unknown,Unknown,Unknown,Stereographic,PSGREEN
Unknown,Unknown,Unknown,Stereographic,PSN150W
Unknown,Unknown,Unknown,Stereographic,PSNORTH
Unknown,Unknown,Unknown,Stereographic,PSNORWAY
Unknown,Unknown,Unknown,Stereographic,PSNTH000
Unknown,Unknown,Unknown,Stereographic,PSNTH045
Unknown,Unknown,Unknown,Stereographic,PSNTH180
Unknown,Unknown,Unknown,Stereographic,PSSOUTH
Unknown,Unknown,Unknown,Stereographic,PSSTH60W
Unknown,Unknown,Unknown,Stereographic,PSSTH120E
Unknown,Unknown,Unknown,Stereographic,PS_WGS84
Unknown,Unknown,Unknown,TransverseMercatorSphere,TMS
Unknown,Unknown,Unknown,VanDerGrinten,VANDG_AUS
Unknown,Unknown,Unknown,VanDerGrinten,VANDG_RUSSIA
Unknown,Unknown,Unknown,VanDerGrinten,VG30E
Unknown,Unknown,Unknown,VanDerGrinten,VG30W
Unknown,Unknown,Unknown,VanDerGrinten,VG60E
Unknown,Unknown,Unknown,VanDerGrinten,VG60W
Unknown,Unknown,Unknown,VanDerGrinten,VG90E
Unknown,Unknown,Unknown,VanDerGrinten,VG90EAST
Unknown,Unknown,Unknown,VanDerGrinten,VG90W
Unknown,Unknown,Unknown,VanDerGrinten,VG90WEST
Unknown,Unknown,Unknown,VanDerGrinten,VG120E
Unknown,Unknown,Unknown,VanDerGrinten,VG120W
Unknown,Unknown,Unknown,VanDerGrinten,VG150E
Unknown,Unknown,Unknown,VanDerGrinten,VG150W
Unknown,Unknown,Unknown,VanDerGrinten,VG180E
Unknown,Unknown,Unknown,VanDerGrinten,VGSPHERE
Unknown,Unknown,Unknown,VanDerGrinten,VGWORLD
