posc_code,posc_type,posc_name,erm_type,erm_name
17703,Transverse Mercator,MTM zone 3,TransverseMercator,MTM_ZONE_3
17704,Transverse Mercator,MTM zone 4,TransverseMercator,MTM_ZONE_4
17705,Transverse Mercator,MTM zone 5,TransverseMercator,MTM_ZONE_5
17706,Transverse Mercator,MTM zone 6,TransverseMercator,MTM_ZONE_6
17707,Transverse Mercator,MTM zone 7,TransverseMercator,MTM_ZONE_7
17708,Transverse Mercator,MTM zone 8,TransverseMercator,MTM_ZONE_8
17709,Transverse Mercator,MTM zone 9,TransverseMercator,MTM_ZONE_9
17710,Transverse Mercator,MTM zone 10,TransverseMercator,MTM_ZONE_10
17711,Transverse Mercator,MTM zone 11,TransverseMercator,MTM_ZONE_11
17712,Transverse Mercator,MTM zone 12,TransverseMercator,MTM_ZONE_12
17713,Transverse Mercator,MTM zone 13,TransverseMercator,MTM_ZONE_13
17714,Transverse Mercator,MTM zone 14,TransverseMercator,MTM_ZONE_14
17715,Transverse Mercator,MTM zone 15,TransverseMercator,MTM_ZONE_15
17716,Transverse Mercator,MTM zone 16,TransverseMercator,MTM_ZONE_16
17717,Transverse Mercator,MTM zone 17,TransverseMercator,MTM_ZONE_17
Unknown,Unknown,Unknown,TransverseMercator,NAMLO13
Unknown,Unknown,Unknown,TransverseMercator,NAMLO15
Unknown,Unknown,Unknown,TransverseMercator,NAMLO17
Unknown,Unknown,Unknown,TransverseMercator,NAMLO19
Unknown,Unknown,Unknown,TransverseMercator,NAMLO21
Unknown,Unknown,Unknown,TransverseMercator,NAMLO23
Unknown,Unknown,Unknown,TransverseMercator,NAMLO25
12702,Transverse Mercator,Nevada CS27 Central zone,TransverseMercator,NEVADA_CS27_CENTRAL_ZONE
12701,Transverse Mercator,Nevada CS27 East zone,TransverseMercator,NEVADA_CS27_EAST_ZONE
12703,Transverse Mercator,Nevada CS27 West zone,TransverseMercator,NEVADA_CS27_WEST_ZONE
12732,Transverse Mercator,Nevada CS83 Central zone,TransverseMercator,NEVADA_CS83_CENTRAL_ZONE
12731,Transverse Mercator,Nevada CS83 East zone,TransverseMercator,NEVADA_CS83_EAST_ZONE
12733,Transverse Mercator,Nevada CS83 West zone,TransverseMercator,NEVADA_CS83_WEST_ZONE
12800,Transverse Mercator,New Hampshire CS27,TransverseMercator,NEW_HAMPSHIRE_CS27
12830,Transverse Mercator,New Hampshire CS83,TransverseMercator,NEW_HAMPSHIRE_CS83
12900,Transverse Mercator,New Jersey CS27,TransverseMercator,NEW_JERSEY_CS27
12930,Transverse Mercator,New Jersey CS83,TransverseMercator,NEW_JERSEY_CS83
13002,Transverse Mercator,New Mexico CS27 Central zone,TransverseMercator,NEW_MEXICO_CS27_CENTRAL_ZONE
13001,Transverse Mercator,New Mexico CS27 East zone,TransverseMercator,NEW_MEXICO_CS27_EAST_ZONE
13003,Transverse Mercator,New Mexico CS27 West zone,TransverseMercator,NEW_MEXICO_CS27_WEST_ZONE
13032,Transverse Mercator,New Mexico CS83 Central zone,TransverseMercator,NEW_MEXICO_CS83_CENTRAL_ZONE
13031,Transverse Mercator,New Mexico CS83 East zone,TransverseMercator,NEW_MEXICO_CS83_EAST_ZONE
13033,Transverse Mercator,New Mexico CS83 West zone,TransverseMercator,NEW_MEXICO_CS83_WEST_ZONE
13102,Transverse Mercator,New York CS27 Central zone,TransverseMercator,NEW_YORK_CS27_CENTRAL_ZONE
13101,Transverse Mercator,New York CS27 East zone,TransverseMercator,NEW_YORK_CS27_EAST_ZONE
13103,Transverse Mercator,New York CS27 West zone,TransverseMercator,NEW_YORK_CS27_WEST_ZONE
13132,Transverse Mercator,New York CS83 Central zone,TransverseMercator,NEW_YORK_CS83_CENTRAL_ZONE
13131,Transverse Mercator,New York CS83 East zone,TransverseMercator,NEW_YORK_CS83_EAST_ZONE
13133,Transverse Mercator,New York CS83 West zone,TransverseMercator,NEW_YORK_CS83_WEST_ZONE
18141,Transverse Mercator,New Zealand North Island National Grid,TransverseMercator,NEW_ZEALAND_NORTH_ISLAND_NATIONAL_GRID
18142,Transverse Mercator,New Zealand South Island National Grid,TransverseMercator,NEW_ZEALAND_SOUTH_ISLAND_NATIONAL_GRID
18221,Transverse Mercator,NGO zone I,TransverseMercator,NGO_ZONE_I
18222,Transverse Mercator,NGO zone II,TransverseMercator,NGO_ZONE_II
18223,Transverse Mercator,NGO zone III,TransverseMercator,NGO_ZONE_III
18224,Transverse Mercator,NGO zone IV,TransverseMercator,NGO_ZONE_IV
18225,Transverse Mercator,NGO zone V,TransverseMercator,NGO_ZONE_V
18226,Transverse Mercator,NGO zone VI,TransverseMercator,NGO_ZONE_VI
18227,Transverse Mercator,NGO zone VII,TransverseMercator,NGO_ZONE_VII
18228,Transverse Mercator,NGO zone VIII,TransverseMercator,NGO_ZONE_VIII
18153,Transverse Mercator,Nigeria East Belt,TransverseMercator,NIGERIA_EAST_BELT
18152,Transverse Mercator,Nigeria Mid Belt,TransverseMercator,NIGERIA_MID_BELT
18151,Transverse Mercator,Nigeria West Belt,TransverseMercator,NIGERIA_WEST_BELT
Unknown,Unknown,Unknown,TransverseMercator,NUTM01
Unknown,Unknown,Unknown,TransverseMercator,NUTM02
Unknown,Unknown,Unknown,TransverseMercator,NUTM03
Unknown,Unknown,Unknown,TransverseMercator,NUTM04
Unknown,Unknown,Unknown,TransverseMercator,NUTM05
Unknown,Unknown,Unknown,TransverseMercator,NUTM06
Unknown,Unknown,Unknown,TransverseMercator,NUTM07
Unknown,Unknown,Unknown,TransverseMercator,NUTM08
Unknown,Unknown,Unknown,TransverseMercator,NUTM09
Unknown,Unknown,Unknown,TransverseMercator,NUTM10
Unknown,Unknown,Unknown,TransverseMercator,NUTM11
Unknown,Unknown,Unknown,TransverseMercator,NUTM12
Unknown,Unknown,Unknown,TransverseMercator,NUTM13
Unknown,Unknown,Unknown,TransverseMercator,NUTM14
Unknown,Unknown,Unknown,TransverseMercator,NUTM15
Unknown,Unknown,Unknown,TransverseMercator,NUTM16
Unknown,Unknown,Unknown,TransverseMercator,NUTM17
Unknown,Unknown,Unknown,TransverseMercator,NUTM18
Unknown,Unknown,Unknown,TransverseMercator,NUTM19
Unknown,Unknown,Unknown,TransverseMercator,NUTM20
Unknown,Unknown,Unknown,TransverseMercator,NUTM21
Unknown,Unknown,Unknown,TransverseMercator,NUTM22
Unknown,Unknown,Unknown,TransverseMercator,NUTM23
Unknown,Unknown,Unknown,TransverseMercator,NUTM24
Unknown,Unknown,Unknown,TransverseMercator,NUTM25
Unknown,Unknown,Unknown,TransverseMercator,NUTM26
Unknown,Unknown,Unknown,TransverseMercator,NUTM27
Unknown,Unknown,Unknown,TransverseMercator,NUTM28
Unknown,Unknown,Unknown,TransverseMercator,NUTM29
Unknown,Unknown,Unknown,TransverseMercator,NUTM30
Unknown,Unknown,Unknown,TransverseMercator,NUTM31
Unknown,Unknown,Unknown,TransverseMercator,NUTM32
Unknown,Unknown,Unknown,TransverseMercator,NUTM33
Unknown,Unknown,Unknown,TransverseMercator,NUTM34
Unknown,Unknown,Unknown,TransverseMercator,NUTM35
Unknown,Unknown,Unknown,TransverseMercator,NUTM36_Tullow
Unknown,Unknown,Unknown,TransverseMercator,NUTM36
Unknown,Unknown,Unknown,TransverseMercator,NUTM37
Unknown,Unknown,Unknown,TransverseMercator,NUTM38
Unknown,Unknown,Unknown,TransverseMercator,NUTM39
Unknown,Unknown,Unknown,TransverseMercator,NUTM40
Unknown,Unknown,Unknown,TransverseMercator,NUTM41
Unknown,Unknown,Unknown,TransverseMercator,NUTM42
Unknown,Unknown,Unknown,TransverseMercator,NUTM43
Unknown,Unknown,Unknown,TransverseMercator,NUTM44
Unknown,Unknown,Unknown,TransverseMercator,NUTM45
Unknown,Unknown,Unknown,TransverseMercator,NUTM46
Unknown,Unknown,Unknown,TransverseMercator,NUTM47
Unknown,Unknown,Unknown,TransverseMercator,NUTM48
Unknown,Unknown,Unknown,TransverseMercator,NUTM49
Unknown,Unknown,Unknown,TransverseMercator,NUTM50
Unknown,Unknown,Unknown,TransverseMercator,NUTM51
Unknown,Unknown,Unknown,TransverseMercator,NUTM52
Unknown,Unknown,Unknown,TransverseMercator,NUTM53
Unknown,Unknown,Unknown,TransverseMercator,NUTM54
Unknown,Unknown,Unknown,TransverseMercator,NUTM55
Unknown,Unknown,Unknown,TransverseMercator,NUTM56
Unknown,Unknown,Unknown,TransverseMercator,NUTM57
Unknown,Unknown,Unknown,TransverseMercator,NUTM58
Unknown,Unknown,Unknown,TransverseMercator,NUTM59
Unknown,Unknown,Unknown,TransverseMercator,NUTM60
19917,Unknown,New Zealand Map Grid,Unknown,NZMG
19971,TransverseMercator,New Zealand Transverse Mercator,TransverseMercator,NZTM
18202,Transverse Mercator,Palestine Belt,TransverseMercator,PALESTINE_BELT
18162,Transverse Mercator,Peru central zone,TransverseMercator,PERU_CENTRAL_ZONE
18163,Transverse Mercator,Peru east zone,TransverseMercator,PERU_EAST_ZONE
18161,Transverse Mercator,Peru west zone,TransverseMercator,PERU_WEST_ZONE
18171,Transverse Mercator,Philippines zone I,TransverseMercator,PHILIPPINES_ZONE_I
18172,Transverse Mercator,Philippines zone II,TransverseMercator,PHILIPPINES_ZONE_II
18173,Transverse Mercator,Philippines zone III,TransverseMercator,PHILIPPINES_ZONE_III
18174,Transverse Mercator,Philippines zone IV,TransverseMercator,PHILIPPINES_ZONE_IV
18175,Transverse Mercator,Philippines zone V,TransverseMercator,PHILIPPINES_ZONE_V
Unknown,Unknown,Unknown,TransverseMercator,Poland_CS92
19936,Transverse Mercator,Portuguese National Grid,TransverseMercator,PORTUGUESE_NATIONAL_GRID
19919,Transverse Mercator,Qatar National Grid,TransverseMercator,QATAR_NATIONAL_GRID
13800,Transverse Mercator,Rhode Island CS27,TransverseMercator,RHODE_ISLAND_CS27
13830,Transverse Mercator,Rhode Island CS83,TransverseMercator,RHODE_ISLAND_CS83
Unknown,Unknown,Unknown,TransverseMercator,STMLO9
Unknown,Unknown,Unknown,TransverseMercator,STMLO11
Unknown,Unknown,Unknown,TransverseMercator,STMLO13
Unknown,Unknown,Unknown,TransverseMercator,STMLO15
Unknown,Unknown,Unknown,TransverseMercator,STMLO17
Unknown,Unknown,Unknown,TransverseMercator,STMLO19
Unknown,Unknown,Unknown,TransverseMercator,STMLO21
Unknown,Unknown,Unknown,TransverseMercator,STMLO23
Unknown,Unknown,Unknown,TransverseMercator,STMLO25
Unknown,Unknown,Unknown,TransverseMercator,STMLO25F
Unknown,Unknown,Unknown,TransverseMercator,STMLO27
Unknown,Unknown,Unknown,TransverseMercator,STMLO27F
Unknown,Unknown,Unknown,TransverseMercator,STMLO29
Unknown,Unknown,Unknown,TransverseMercator,STMLO31
Unknown,Unknown,Unknown,TransverseMercator,STMLO33
Unknown,Unknown,Unknown,TransverseMercator,STMLO35
Unknown,Unknown,Unknown,TransverseMercator,STMLO37
Unknown,Unknown,Unknown,TransverseMercator,STMLO39
Unknown,Unknown,Unknown,TransverseMercator,STMLO41
Unknown,Unknown,Unknown,TransverseMercator,STMLO43
19954,Transverse Mercator,Suriname Old TM,TransverseMercator,SURINAME_OLD_TM
19955,Transverse Mercator,Suriname TM,TransverseMercator,SURINAME_TM
Unknown,Unknown,Unknown,TransverseMercator,SUTM01
Unknown,Unknown,Unknown,TransverseMercator,SUTM02
Unknown,Unknown,Unknown,TransverseMercator,SUTM03
Unknown,Unknown,Unknown,TransverseMercator,SUTM04
Unknown,Unknown,Unknown,TransverseMercator,SUTM05
Unknown,Unknown,Unknown,TransverseMercator,SUTM06
Unknown,Unknown,Unknown,TransverseMercator,SUTM07
Unknown,Unknown,Unknown,TransverseMercator,SUTM08
Unknown,Unknown,Unknown,TransverseMercator,SUTM09
Unknown,Unknown,Unknown,TransverseMercator,SUTM10
Unknown,Unknown,Unknown,TransverseMercator,SUTM11
Unknown,Unknown,Unknown,TransverseMercator,SUTM12
Unknown,Unknown,Unknown,TransverseMercator,SUTM13
Unknown,Unknown,Unknown,TransverseMercator,SUTM14
Unknown,Unknown,Unknown,TransverseMercator,SUTM15
Unknown,Unknown,Unknown,TransverseMercator,SUTM16
Unknown,Unknown,Unknown,TransverseMercator,SUTM17
Unknown,Unknown,Unknown,TransverseMercator,SUTM18
Unknown,Unknown,Unknown,TransverseMercator,SUTM19
Unknown,Unknown,Unknown,TransverseMercator,SUTM20
Unknown,Unknown,Unknown,TransverseMercator,SUTM21
Unknown,Unknown,Unknown,TransverseMercator,SUTM22
Unknown,Unknown,Unknown,TransverseMercator,SUTM23
Unknown,Unknown,Unknown,TransverseMercator,SUTM24
Unknown,Unknown,Unknown,TransverseMercator,SUTM25
Unknown,Unknown,Unknown,TransverseMercator,SUTM26
Unknown,Unknown,Unknown,TransverseMercator,SUTM27
Unknown,Unknown,Unknown,TransverseMercator,SUTM28
Unknown,Unknown,Unknown,TransverseMercator,SUTM29
Unknown,Unknown,Unknown,TransverseMercator,SUTM30
Unknown,Unknown,Unknown,TransverseMercator,SUTM31
Unknown,Unknown,Unknown,TransverseMercator,SUTM32
Unknown,Unknown,Unknown,TransverseMercator,SUTM33
Unknown,Unknown,Unknown,TransverseMercator,SUTM34
Unknown,Unknown,Unknown,TransverseMercator,SUTM35
Unknown,Unknown,Unknown,TransverseMercator,SUTM36
Unknown,Unknown,Unknown,TransverseMercator,SUTM37
Unknown,Unknown,Unknown,TransverseMercator,SUTM38
Unknown,Unknown,Unknown,TransverseMercator,SUTM39
Unknown,Unknown,Unknown,TransverseMercator,SUTM40
Unknown,Unknown,Unknown,TransverseMercator,SUTM41
Unknown,Unknown,Unknown,TransverseMercator,SUTM42
Unknown,Unknown,Unknown,TransverseMercator,SUTM43
Unknown,Unknown,Unknown,TransverseMercator,SUTM44
Unknown,Unknown,Unknown,TransverseMercator,SUTM45
Unknown,Unknown,Unknown,TransverseMercator,SUTM46
Unknown,Unknown,Unknown,TransverseMercator,SUTM47
Unknown,Unknown,Unknown,TransverseMercator,SUTM48
Unknown,Unknown,Unknown,TransverseMercator,SUTM49
Unknown,Unknown,Unknown,TransverseMercator,SUTM50
Unknown,Unknown,Unknown,TransverseMercator,SUTM51
Unknown,Unknown,Unknown,TransverseMercator,SUTM52
Unknown,Unknown,Unknown,TransverseMercator,SUTM53
Unknown,Unknown,Unknown,TransverseMercator,SUTM54
Unknown,Unknown,Unknown,TransverseMercator,SUTM55
Unknown,Unknown,Unknown,TransverseMercator,SUTM56
Unknown,Unknown,Unknown,TransverseMercator,SUTM57
Unknown,Unknown,Unknown,TransverseMercator,SUTM58
Unknown,Unknown,Unknown,TransverseMercator,SUTM59
Unknown,Unknown,Unknown,TransverseMercator,SUTM60
19929,Transverse Mercator,Swedish National Projection,TransverseMercator,SWEDISH_NATIONAL_PROJECTION
Unknown,Unknown,Unknown,TransverseMercator,TM103_30
Unknown,Unknown,Unknown,TransverseMercator,TM16E
Unknown,Unknown,Unknown,TransverseMercator,TM36
Unknown,Unknown,Unknown,TransverseMercator,TM36E
Unknown,Unknown,Unknown,TransverseMercator,TM42E
Unknown,Unknown,Unknown,TransverseMercator,TM54E
Unknown,Unknown,Unknown,TransverseMercator,TM54WCM
Unknown,Unknown,Unknown,TransverseMercator,TM6W
Unknown,Unknown,Unknown,TransverseMercator,TMAFRICA
Unknown,Unknown,Unknown,TransverseMercator,TMAFT15
Unknown,Unknown,Unknown,TransverseMercator,TMAFT16
Unknown,Unknown,Unknown,TransverseMercator,TMAFT17
Unknown,Unknown,Unknown,TransverseMercator,TMALABEF
Unknown,Unknown,Unknown,TransverseMercator,TMALABWF
Unknown,Unknown,Unknown,TransverseMercator,TMALABWM
Unknown,Unknown,Unknown,TransverseMercator,TMALSK2F
Unknown,Unknown,Unknown,TransverseMercator,TMALSK2M
Unknown,Unknown,Unknown,TransverseMercator,TMALSK3F
Unknown,Unknown,Unknown,TransverseMercator,TMALSK3M
Unknown,Unknown,Unknown,TransverseMercator,TMALSK4F
Unknown,Unknown,Unknown,TransverseMercator,TMALSK4M
Unknown,Unknown,Unknown,TransverseMercator,TMALSK5F
Unknown,Unknown,Unknown,TransverseMercator,TMALSK5M
Unknown,Unknown,Unknown,TransverseMercator,TMALSK6F
Unknown,Unknown,Unknown,TransverseMercator,TMALSK6M
Unknown,Unknown,Unknown,TransverseMercator,TMALSK7F
Unknown,Unknown,Unknown,TransverseMercator,TMALSK7M
Unknown,Unknown,Unknown,TransverseMercator,TMALSK8F
Unknown,Unknown,Unknown,TransverseMercator,TMALSK8M
Unknown,Unknown,Unknown,TransverseMercator,TMALSK9F
Unknown,Unknown,Unknown,TransverseMercator,TMALSK9M
Unknown,Unknown,Unknown,TransverseMercator,TMAMG48
Unknown,Unknown,Unknown,TransverseMercator,TMAMG49
Unknown,Unknown,Unknown,TransverseMercator,TMAMG50
Unknown,Unknown,Unknown,TransverseMercator,TMAMG51
Unknown,Unknown,Unknown,TransverseMercator,TMAMG52
Unknown,Unknown,Unknown,TransverseMercator,TMAMG53
Unknown,Unknown,Unknown,TransverseMercator,TMAMG54
Unknown,Unknown,Unknown,TransverseMercator,TMAMG55
Unknown,Unknown,Unknown,TransverseMercator,TMAMG56
Unknown,Unknown,Unknown,TransverseMercator,TMAMG57
Unknown,Unknown,Unknown,TransverseMercator,TMAMG58
Unknown,Unknown,Unknown,TransverseMercator,TMARG1
Unknown,Unknown,Unknown,TransverseMercator,TMARG2
Unknown,Unknown,Unknown,TransverseMercator,TMARG3
Unknown,Unknown,Unknown,TransverseMercator,TMARG4
Unknown,Unknown,Unknown,TransverseMercator,TMARG5
Unknown,Unknown,Unknown,TransverseMercator,TMARG6
Unknown,Unknown,Unknown,TransverseMercator,TMARG7
Unknown,Unknown,Unknown,TransverseMercator,TMARG8
Unknown,Unknown,Unknown,TransverseMercator,TMARG9
Unknown,Unknown,Unknown,TransverseMercator,TMARG54
Unknown,Unknown,Unknown,TransverseMercator,TMARG57
Unknown,Unknown,Unknown,TransverseMercator,TMARG60
Unknown,Unknown,Unknown,TransverseMercator,TMARG63
Unknown,Unknown,Unknown,TransverseMercator,TMARG66
Unknown,Unknown,Unknown,TransverseMercator,TMARG69
Unknown,Unknown,Unknown,TransverseMercator,TMARG72
Unknown,Unknown,Unknown,TransverseMercator,TMARIZCF
Unknown,Unknown,Unknown,TransverseMercator,TMARIZEF
Unknown,Unknown,Unknown,TransverseMercator,TMARIZWF
Unknown,Unknown,Unknown,TransverseMercator,TMARUBA
Unknown,Unknown,Unknown,TransverseMercator,TMAUS
Unknown,Unknown,Unknown,TransverseMercator,TMAUSC
Unknown,Unknown,Unknown,TransverseMercator,TMAUSE
Unknown,Unknown,Unknown,TransverseMercator,TMAUSW
Unknown,Unknown,Unknown,TransverseMercator,TMAUSYD1
Unknown,Unknown,Unknown,TransverseMercator,TMAUSYD2
Unknown,Unknown,Unknown,TransverseMercator,TMAUSYD3
Unknown,Unknown,Unknown,TransverseMercator,TMAUSYD4
Unknown,Unknown,Unknown,TransverseMercator,TMAUSYD5
Unknown,Unknown,Unknown,TransverseMercator,TMAUSYD6
Unknown,Unknown,Unknown,TransverseMercator,TMAUSYD7
Unknown,Unknown,Unknown,TransverseMercator,TMAUSYD8
Unknown,Unknown,Unknown,TransverseMercator,TMBAHR
Unknown,Unknown,Unknown,TransverseMercator,TMBOAG1R
Unknown,Unknown,Unknown,TransverseMercator,TMBOAG2R
Unknown,Unknown,Unknown,TransverseMercator,TMBOAGA1
Unknown,Unknown,Unknown,TransverseMercator,TMBOAGA2
Unknown,Unknown,Unknown,TransverseMercator,TMBOGEQ
Unknown,Unknown,Unknown,TransverseMercator,TMBOH
Unknown,Unknown,Unknown,TransverseMercator,TMBOL1
Unknown,Unknown,Unknown,TransverseMercator,TMBONAIR
Unknown,Unknown,Unknown,TransverseMercator,TMBUCHAN
Unknown,Unknown,Unknown,TransverseMercator,TMBURMA
Unknown,Unknown,Unknown,TransverseMercator,TMCM116
Unknown,Unknown,Unknown,TransverseMercator,TMCM126
Unknown,Unknown,Unknown,TransverseMercator,TMCM133E
Unknown,Unknown,Unknown,TransverseMercator,TMCM157E
Unknown,Unknown,Unknown,TransverseMercator,TMCOLB
Unknown,Unknown,Unknown,TransverseMercator,TMCOLE
Unknown,Unknown,Unknown,TransverseMercator,TMCOLEC
Unknown,Unknown,Unknown,TransverseMercator,TMCOLW
Unknown,Unknown,Unknown,TransverseMercator,TMCONGO
Unknown,Unknown,Unknown,TransverseMercator,TMCORONA
Unknown,Unknown,Unknown,TransverseMercator,TMDELWRF
Unknown,Unknown,Unknown,TransverseMercator,TMEG24P
Unknown,Unknown,Unknown,TransverseMercator,TMEGEPTU
Unknown,Unknown,Unknown,TransverseMercator,TMEGMFBP
Unknown,Unknown,Unknown,TransverseMercator,TMEGSA87
Unknown,Unknown,Unknown,TransverseMercator,TMEGYPTB
Unknown,Unknown,Unknown,TransverseMercator,TMEGYPTG
Unknown,Unknown,Unknown,TransverseMercator,TMEGYPTP
Unknown,Unknown,Unknown,TransverseMercator,TMEGYPTR
Unknown,Unknown,Unknown,TransverseMercator,TMEGYPTS
Unknown,Unknown,Unknown,TransverseMercator,TMEGYPTW
Unknown,Unknown,Unknown,TransverseMercator,TMETHIOP
Unknown,Unknown,Unknown,TransverseMercator,TMFIJI
Unknown,Unknown,Unknown,TransverseMercator,TMFIN0
Unknown,Unknown,Unknown,TransverseMercator,TMFIN1
Unknown,Unknown,Unknown,TransverseMercator,TMFIN2
Unknown,Unknown,Unknown,TransverseMercator,TMFIN3
Unknown,Unknown,Unknown,TransverseMercator,TMFIN4
Unknown,Unknown,Unknown,TransverseMercator,TMFIN5
Unknown,Unknown,Unknown,TransverseMercator,TMFLRAEF
Unknown,Unknown,Unknown,TransverseMercator,TMFLRAWF
Unknown,Unknown,Unknown,TransverseMercator,TMGCWEG2
Unknown,Unknown,Unknown,TransverseMercator,TMGEOREF
Unknown,Unknown,Unknown,TransverseMercator,TMGEORWF
Unknown,Unknown,Unknown,TransverseMercator,TMGER1
Unknown,Unknown,Unknown,TransverseMercator,TMGER2
Unknown,Unknown,Unknown,TransverseMercator,TMGER3
Unknown,Unknown,Unknown,TransverseMercator,TMGER4
Unknown,Unknown,Unknown,TransverseMercator,TMGER5
Unknown,Unknown,Unknown,TransverseMercator,TMGHANA
Unknown,Unknown,Unknown,TransverseMercator,TMGHANAF
Unknown,Unknown,Unknown,TransverseMercator,TMGHANAY
Unknown,Unknown,Unknown,TransverseMercator,TMGK20E
Unknown,Unknown,Unknown,TransverseMercator,TMGKN05
Unknown,Unknown,Unknown,TransverseMercator,TMGKN06
Unknown,Unknown,Unknown,TransverseMercator,TMGKN07
Unknown,Unknown,Unknown,TransverseMercator,TMGKN8
Unknown,Unknown,Unknown,TransverseMercator,TMGKN9
Unknown,Unknown,Unknown,TransverseMercator,TMGKN10
Unknown,Unknown,Unknown,TransverseMercator,TMGKN11
Unknown,Unknown,Unknown,TransverseMercator,TMGKN12
Unknown,Unknown,Unknown,TransverseMercator,TMGKN13
Unknown,Unknown,Unknown,TransverseMercator,TMGKN14
Unknown,Unknown,Unknown,TransverseMercator,TMGKN15
Unknown,Unknown,Unknown,TransverseMercator,TMGKN16
Unknown,Unknown,Unknown,TransverseMercator,TMGKN17
Unknown,Unknown,Unknown,TransverseMercator,TMGKN18
Unknown,Unknown,Unknown,TransverseMercator,TMGKN19
Unknown,Unknown,Unknown,TransverseMercator,TMGKN20
Unknown,Unknown,Unknown,TransverseMercator,TMGKN20W
Unknown,Unknown,Unknown,TransverseMercator,TMGKN21
Unknown,Unknown,Unknown,TransverseMercator,TMGKN21W
Unknown,Unknown,Unknown,TransverseMercator,TMGKN22
Unknown,Unknown,Unknown,TransverseMercator,TMGKN23
Unknown,Unknown,Unknown,TransverseMercator,TMHAWI1F
Unknown,Unknown,Unknown,TransverseMercator,TMHAWI2F
Unknown,Unknown,Unknown,TransverseMercator,TMHAWI3F
Unknown,Unknown,Unknown,TransverseMercator,TMHAWI4F
Unknown,Unknown,Unknown,TransverseMercator,TMHAWI5F
Unknown,Unknown,Unknown,TransverseMercator,TMHNT170
Unknown,Unknown,Unknown,TransverseMercator,TMI
Unknown,Unknown,Unknown,TransverseMercator,TMIDACFT
Unknown,Unknown,Unknown,TransverseMercator,TMIDAEFT
Unknown,Unknown,Unknown,TransverseMercator,TMIDAWFT
Unknown,Unknown,Unknown,TransverseMercator,TMILLEFT
Unknown,Unknown,Unknown,TransverseMercator,TMILLWFT
Unknown,Unknown,Unknown,TransverseMercator,TMIND114
Unknown,Unknown,Unknown,TransverseMercator,TMINDEFT
Unknown,Unknown,Unknown,TransverseMercator,TMINDWFT
Unknown,Unknown,Unknown,TransverseMercator,TMIRAQ
Unknown,Unknown,Unknown,TransverseMercator,TMIRAQC
Unknown,Unknown,Unknown,TransverseMercator,TMISG541
Unknown,Unknown,Unknown,TransverseMercator,TMISG542
Unknown,Unknown,Unknown,TransverseMercator,TMISG543
Unknown,Unknown,Unknown,TransverseMercator,TMISG551
Unknown,Unknown,Unknown,TransverseMercator,TMISG552
Unknown,Unknown,Unknown,TransverseMercator,TMISG553
Unknown,Unknown,Unknown,TransverseMercator,TMISG561
Unknown,Unknown,Unknown,TransverseMercator,TMISG562
Unknown,Unknown,Unknown,TransverseMercator,TMISG563
Unknown,Unknown,Unknown,TransverseMercator,TMJORDAN
Unknown,Unknown,Unknown,TransverseMercator,TMKOREA
Unknown,Unknown,Unknown,TransverseMercator,TMMAINEF
Unknown,Unknown,Unknown,TransverseMercator,TMMAINWF
Unknown,Unknown,Unknown,TransverseMercator,TMMCBO4
Unknown,Unknown,Unknown,TransverseMercator,TMMICHCF
Unknown,Unknown,Unknown,TransverseMercator,TMMICHEF
Unknown,Unknown,Unknown,TransverseMercator,TMMICHWF
Unknown,Unknown,Unknown,TransverseMercator,TMMISOCF
Unknown,Unknown,Unknown,TransverseMercator,TMMISOEF
Unknown,Unknown,Unknown,TransverseMercator,TMMISOWF
Unknown,Unknown,Unknown,TransverseMercator,TMMISSEF
Unknown,Unknown,Unknown,TransverseMercator,TMMISSEM
Unknown,Unknown,Unknown,TransverseMercator,TMMISSWF
Unknown,Unknown,Unknown,TransverseMercator,TMMISSWM
Unknown,Unknown,Unknown,TransverseMercator,TMMON087
Unknown,Unknown,Unknown,TransverseMercator,TMMON093
Unknown,Unknown,Unknown,TransverseMercator,TMMON099
Unknown,Unknown,Unknown,TransverseMercator,TMMON105
Unknown,Unknown,Unknown,TransverseMercator,TMMON111
Unknown,Unknown,Unknown,TransverseMercator,TMMON117
Unknown,Unknown,Unknown,TransverseMercator,TMNEVACF
Unknown,Unknown,Unknown,TransverseMercator,TMNEVACM
Unknown,Unknown,Unknown,TransverseMercator,TMNEVAEF
Unknown,Unknown,Unknown,TransverseMercator,TMNEVAEM
